day,l1_fee,l2_fee,tx_cost,tx_cost_2,priority_fee_l2,base_l2_fee,cum_l1_fee,cum_l2_fee,cum_tx_cost,cum_priority_fee_l2,cum_base_l2_fee,l1_fee_usd,l2_fee_usd,tx_cost_usd,tx_cost_2_usd,priority_fee_l2_usd,base_l2_fee_usd,cum_l1_fee_usd,cum_l2_fee_usd,cum_tx_cost_usd,cum_tx_cost_2_usd,cum_priority_fee_l2_usd,cum_base_l2_fee_usd
2025-04-20 0:00,-0.02478373494,34.77495047,34.79973421,30.11035477,27.28874111,2.796829924,-9362.826876,36092.74571,45455.57259,21831.76438,6447.760612,-39.33054817,55186.10765,55225.4382,47783.62751,43305.86771,4438.429248,-24512901.65,107236356.7,131749258.4,108073879.4,63170514.77,20390462.95
2025-04-19 0:00,-0.1805580735,32.09904052,32.27959859,27.99783427,25.42027724,2.396998961,-9362.802092,36057.97076,45420.77286,21804.47563,6444.963782,-291.8721258,51888.099,52179.97112,45258.4991,41091.87815,3874.748821,-24512862.32,107181170.6,131694033,108026095.7,63127208.9,20386024.52
2025-04-18 0:00,-11.13502331,45.82561621,56.96063952,48.90722691,35.86106737,1.911136226,-9362.621534,36025.87172,45388.49326,21779.05536,6442.566783,-17718.27179,72918.63703,90636.90882,77822.1576,57062.84763,3041.038185,-24512570.45,107129282.5,131641853,107980837.2,63086117.02,20382149.78
2025-04-17 0:00,-23.04555186,76.4994531,99.54500496,90.00999242,59.09589742,7.868543141,-9351.486511,35980.04611,45331.53262,21743.19429,6440.655647,-36525.35606,121245.5132,157770.8693,142658.6372,93662.26974,12471.01139,-24494852.17,107056363.9,131551216.1,107903015.1,63029054.18,20379108.74
2025-04-16 0:00,-7.930018,102.5764842,110.5065022,98.86318876,86.30529624,4.627874512,-9328.440959,35903.54665,45231.98761,21684.09839,6432.787104,-12519.51592,161942.6244,174462.1403,156080.2592,136254.4864,7306.256886,-24458326.82,106935118.4,131393445.2,107760356.4,62935391.91,20366637.73
2025-04-15 0:00,-3.886881678,51.37982473,55.26670641,46.29509393,39.7503274,2.657884852,-9320.510941,35800.97017,45121.48111,21597.7931,6428.159229,-6175.127791,81627.64135,87802.76914,73549.47867,63151.74264,4222.608243,-24445807.3,106773175.8,131218983.1,107604276.2,62799137.42,20359331.47
2025-04-14 0:00,-1.594555451,61.702536,63.29709145,56.45269162,51.59565273,3.262483439,-9316.624059,35749.59034,45066.2144,21558.04277,6425.501344,-2587.325674,100118.5349,102705.8606,91600.13743,83719.10613,5293.705628,-24439632.17,106691548.1,131131180.3,107530726.7,62735985.68,20355108.86
2025-04-13 0:00,-0.04114810439,66.20957251,66.25072061,60.25551446,57.95042697,2.263939388,-9315.029504,35687.88781,45002.91731,21506.44712,6422.238861,-65.81227817,105895.5903,105961.4025,96372.66983,92685.9129,3620.944657,-24437044.85,106591429.6,131028474.4,107439126.6,62652266.57,20349815.16
2025-04-12 0:00,-3.390847131,48.34059937,51.7314465,47.55072041,39.35940714,4.800466139,-9314.988356,35621.67824,44936.66659,21448.49669,6419.974922,-5582.961985,79591.83004,85174.79203,78291.31013,64804.47666,7903.871489,-24436979.04,106485534,130922513,107342753.9,62559580.66,20346194.21
2025-04-11 0:00,-3.005931235,74.75921918,77.76515041,71.17460496,66.04544987,2.123223854,-9311.597509,35573.33764,44884.93515,21409.13728,6415.174455,-4717.92931,117337.5849,122055.5142,111711.3895,103660.9754,3332.484767,-24431396.07,106405942.2,130837338.2,107264462.6,62494776.18,20338290.34
2025-04-10 0:00,-9.419594448,78.67294225,88.0925367,81.69733375,70.23664108,2.041098219,-9308.591577,35498.57842,44807.17,21343.09183,6413.051232,-14365.25832,119979.3839,134344.6422,124591.7019,107113.6871,3112.756428,-24426678.14,106288604.6,130715282.7,107152751.2,62391115.21,20334957.85
2025-04-09 0:00,-1.896530315,129.0138788,130.9104091,114.6640599,111.0810479,1.686481656,-9299.171983,35419.90548,44719.07746,21272.85519,6411.010133,-3156.262646,214708.7675,217865.0301,190827.3683,184864.4123,2806.693367,-24412312.89,106168625.2,130580938.1,107028159.5,62284001.52,20331845.1
2025-04-08 0:00,-5.011690257,62.8558098,67.86750005,59.36656802,52.0077755,2.347102263,-9297.275453,35290.8916,44588.16705,21161.77414,6409.323652,-7375.905019,92507.40951,99883.31453,87372.15282,76541.92352,3454.324285,-24409156.62,105953916.4,130363073.1,106837332.1,62099137.11,20329038.4
2025-04-07 0:00,-10.57024669,221.8154556,232.3857023,196.5034127,183.9505634,1.982602582,-9292.263762,35228.03579,44520.29955,21109.76637,6406.976549,-16474.68078,345719.3509,362194.0317,306268.254,286703.5087,3090.064558,-24401780.72,105861409,130263189.7,106749960,62022595.18,20325584.08
2025-04-06 0:00,-2.826455615,133.1399043,135.9663599,119.883403,115.3973293,1.659618085,-9281.693516,35006.22033,44287.91385,20925.8158,6404.993947,-4456.444304,209920.3557,214376.8,189018.9626,181945.8151,2616.703238,-24385306.04,105515689.7,129900995.7,106443691.7,61735891.67,20322494.02
2025-04-05 0:00,-0.03318317917,25.1711173,25.20430048,21.59306948,19.66220104,1.897685264,-9278.86706,34873.08043,44151.94749,20810.41847,6403.334329,-60.03733058,45541.3474,45601.38473,39067.69282,35574.23048,3433.425017,-24380849.59,105305769.3,129686618.9,106254672.8,61553945.86,20319877.31
2025-04-04 0:00,-0.05608996989,54.84950696,54.90559693,49.69890487,47.2255685,2.4172464,-9278.833877,34847.90931,44126.74319,20790.75627,6401.436643,-101.8285358,99576.5374,99678.36594,90225.87685,85735.65834,4388.389976,-24380789.56,105260228,129641017.5,106215605.1,61518371.63,20316443.89
2025-04-03 0:00,-0.1379910078,54.02397988,54.16197089,46.99977804,43.88259393,2.979193101,-9278.777787,34793.0598,44071.83759,20743.53071,6399.019397,-250.9394075,98243.68789,98494.6273,85470.03636,79801.37471,5417.722239,-24380687.73,105160651.4,129541339.2,106125379.2,61432635.97,20312055.5
2025-04-02 0:00,-0.08220505013,114.3045874,114.3867924,93.9476941,89.97323089,3.892258157,-9278.639796,34739.03582,44017.67562,20699.64811,6396.040204,-147.7093223,205387.0548,205534.7641,168808.9747,161667.5002,6993.765146,-24380436.79,105062407.7,129442844.5,106039909.2,61352834.6,20306637.78
2025-04-01 0:00,-4.959313617,55.19759187,60.15690549,54.28613742,46.24242304,3.084400766,-9278.557591,34624.73124,43903.28883,20609.67488,6392.147946,-9460.237876,105293.2703,114753.5082,103554.6072,88210.65892,5883.710369,-24380289.08,104857020.7,129237309.8,105871100.2,61191167.1,20299644.01
2025-03-31 0:00,-1.798309936,61.6930707,63.49138064,56.5993371,51.41257748,3.388449684,-9273.598277,34569.53364,43843.13192,20563.43246,6389.063545,-3280.584885,112544.2012,115824.786,103251.9067,93789.90858,6181.41322,-24370828.84,104751727.4,129122556.3,105767545.6,61102956.44,20293760.3
2025-03-30 0:00,-0.03248445849,49.49592677,49.52841122,39.28386417,36.05642266,3.194957054,-9271.799967,34507.84057,43779.64054,20512.01988,6385.675095,-58.72735312,89481.70616,89540.43352,71019.72668,65184.96427,5776.03506,-24367548.26,104639183.2,129006731.5,105664293.7,61009166.53,20287578.89
2025-03-29 0:00,-0.136885418,43.50287259,43.63975801,38.96114533,35.02990686,3.794353044,-9271.767483,34458.34465,43730.11213,20475.96346,6382.480138,-250.7234382,79681.16652,79931.88996,71362.40261,64161.82831,6949.850866,-24367489.53,104549701.5,128917191,105593273.9,60943981.56,20281802.85
2025-03-28 0:00,-1.462587006,65.59048913,67.05307613,59.78646361,54.55797477,3.765901829,-9271.630597,34414.84177,43686.47237,20440.93355,6378.685785,-2777.145581,124542.5649,127319.7104,113521.9392,103594.1369,7150.656735,-24367238.81,104470020.3,128837259.2,105521911.5,60879819.74,20274853
2025-03-27 0:00,-0.08866257324,46.58382761,46.67249019,40.54734213,36.12486078,4.333818769,-9270.16801,34349.25128,43619.41929,20386.37558,6374.919883,-177.7737791,93403.3694,93581.14318,81299.8538,72432.51336,8689.566661,-24364461.66,104345477.8,128709939.4,105408389.6,60776225.6,20267702.34
2025-03-26 0:00,-0.08159209996,53.5168096,53.5984017,47.75043282,43.82686103,3.841979688,-9270.079348,34302.66746,43572.7468,20350.25071,6370.586065,-164.1004792,107634.613,107798.7134,96037.103,88145.89771,7727.104808,-24364283.89,104252074.4,128616358.3,105327089.7,60703793.09,20259012.78
2025-03-25 0:00,-0.05187602781,62.81751189,62.86938792,54.90880803,49.08835057,5.768581431,-9269.997756,34249.15065,43519.1484,20306.42385,6366.744085,-107.3973841,130049.2103,130156.6077,113676.058,101626.1395,11942.52108,-24364119.79,104144439.8,128508559.6,105231052.6,60615647.19,20251285.67
2025-03-24 0:00,-0.05867789538,69.24822556,69.30690346,61.81121775,56.75777503,4.994764819,-9269.94588,34186.33314,43456.27901,20257.3355,6360.975504,-121.7818644,143719.8448,143841.6266,128284.8556,117796.789,10366.28475,-24364012.39,104014390.6,128378403,105117376.6,60514021.05,20239343.15
2025-03-23 0:00,-0.03307383385,37.98968958,38.02276341,33.98253594,29.31540889,4.634053211,-9269.887202,34117.08491,43386.97211,20200.57773,6355.980739,-66.27467123,76125.25956,76191.53423,68095.56481,58743.38895,9285.901187,-24363890.61,103870670.7,128234561.3,104989091.7,60396224.26,20228976.87
2025-03-22 0:00,-0.2858675427,27.76355,28.04941755,23.64710471,18.2031786,5.158058568,-9269.854128,34079.09522,43348.94935,20171.26232,6351.346686,-567.3355839,55099.81897,55667.15456,46930.28048,36126.21028,10236.73461,-24363824.33,103794545.5,128158369.8,104920996.2,60337480.87,20219690.97
2025-03-21 0:00,-0.06839495236,44.87688966,44.94528461,39.09305124,32.39455123,6.630105062,-9269.56826,34051.33167,43320.89993,20153.05914,6346.188627,-134.536291,88275.0858,88409.62209,76897.98645,63721.70199,13041.74816,-24363257,103739445.7,128102702.7,104874065.9,60301354.66,20209454.23
2025-03-20 0:00,-0.05355386647,62.11943621,62.17299008,53.2357831,47.39636389,5.785865339,-9269.499865,34006.45478,43275.95465,20120.66459,6339.558522,-106.1737535,123155.5094,123261.6832,105543.1341,93966.1352,11470.82519,-24363122.46,103651170.6,128014293,104797167.9,60237632.96,20196412.48
2025-03-19 0:00,-0.1133811621,95.63291335,95.74629451,86.23231802,74.19058916,11.9283477,-9269.446312,33944.33534,43213.78166,20073.26823,6333.772657,-233.6207506,197050.6616,197284.2824,177680.829,152868.9671,24578.24115,-24363016.29,103528015.1,127891031.4,104691624.8,60143666.82,20184941.66
2025-03-18 0:00,-0.4260487423,74.80271479,75.22876353,65.60718555,56.98072755,8.200409262,-9269.33293,33848.70243,43118.03536,19999.07764,6321.844309,-824.2679808,144719.3162,145543.5842,126928.9097,110239.474,15865.16779,-24362782.66,103330964.4,127693747.1,104513943.9,59990797.86,20160363.42
2025-03-17 0:00,-4.865082255,71.67674966,76.54183192,70.22660516,60.5056066,4.855916298,-9268.906882,33773.89972,43042.8066,19942.09691,6313.6439,-9391.603437,138365.5143,147757.1178,135566.1409,116800.628,9373.909381,-24361958.4,103186245.1,127548203.5,104387015,59880558.38,20144498.25
2025-03-16 0:00,-0.2227289978,55.23303682,55.45576582,49.88846941,44.85463516,4.811105251,-9264.041799,33702.22297,42966.26477,19881.5913,6308.787983,-420.9800788,104395.9629,104816.943,94294.19603,84779.74591,9093.470035,-24352566.79,103047879.6,127400446.4,104251448.9,59763757.75,20135124.34
2025-03-15 0:00,-0.51845885,54.77933854,55.29779739,49.78171924,43.57098129,5.692279099,-9263.81907,33646.98993,42910.809,19836.73667,6303.976878,-1007.012994,106399.0048,107406.0178,96692.02891,84628.78838,11056.22754,-24352145.81,102943483.6,127295629.4,104157154.7,59678978.01,20126030.87
2025-03-14 0:00,-2.026567149,85.2091952,87.23576235,77.38952607,65.98695574,9.376003189,-9263.300612,33592.21059,42855.5112,19793.16569,6298.284599,-3877.289066,163024.7885,166902.0776,148063.963,126248.2233,17938.45058,-24351138.8,102837084.6,127188223.4,104060462.7,59594349.22,20114974.64
2025-03-13 0:00,-5.886057506,83.32395841,89.21001592,79.93790681,65.21388714,8.837962167,-9261.274044,33507.0014,42768.27544,19727.17873,6288.908596,-10973.55359,155343.3554,166316.909,149030.6378,121580.2062,16476.87801,-24347261.51,102674059.8,127021321.3,103912398.7,59468101,20097036.19
2025-03-12 0:00,-6.033760039,119.9734686,126.0072287,114.2589715,98.00385902,10.22135247,-9255.387987,33423.67744,42679.06542,19661.96484,6280.070634,-11534.07535,229340.0829,240874.1582,218416.3074,187343.1969,19539.03517,-24336287.96,102518716.5,126855004.4,103763368.1,59346520.79,20080559.31
2025-03-11 0:00,-6.302631841,137.4167824,143.7194143,129.7229435,114.5329445,8.887367239,-9249.354227,33303.70397,42553.0582,19563.96098,6269.849281,-12122.0409,264297.8202,276419.8611,249500.029,220284.6481,17093.34003,-24324753.88,102289376.4,126614130.3,103544951.8,59159177.59,20061020.28
2025-03-10 0:00,-23.33822942,143.0745477,166.4127771,149.1104403,120.2985784,5.473632462,-9243.051595,33166.28719,42409.33878,19449.42804,6260.961914,-43914.84614,269219.0842,313133.9303,280576.6421,226362.226,10299.56999,-24312631.84,102025078.6,126337710.4,103295451.7,58938892.94,20043926.94
2025-03-09 0:00,-2.065729141,70.94511274,73.01084188,64.67491455,56.93798773,5.671197676,-9219.713366,33023.21264,42242.926,19329.12946,6255.488281,-4169.116524,143183.5549,147352.6714,130528.8528,114913.955,11445.78129,-24268717,101755859.5,126024576.5,103014875.1,58712530.72,20033627.37
2025-03-08 0:00,-0.1541213017,61.04866412,61.20278542,55.66436941,50.05575654,5.454491571,-9217.647636,32952.26753,42169.91516,19272.19147,6249.817084,-339.6771841,134548.8138,134888.491,122682.0436,110320.8852,12021.48124,-24264547.88,101612675.9,125877223.8,102884346.2,58597616.76,20022181.59
2025-03-07 0:00,-2.916308213,101.9291148,104.845423,92.81661856,84.9461472,4.954163147,-9217.493515,32891.21886,42108.71238,19222.13572,6244.362592,-6247.607084,218362.7426,224610.3497,198841.0419,181980.1311,10613.30371,-24264208.2,101478127.1,125742335.3,102761664.2,58487295.88,20010160.11
2025-03-06 0:00,-0.6299054306,61.69130406,62.32120949,55.06737328,49.94154489,4.495922963,-9214.577207,32789.28975,42003.86695,19137.18957,6239.408429,-1389.395006,136073.7432,137463.1382,121463.2066,110157.0644,9916.747199,-24257960.59,101259764.4,125517725,102562823.1,58305315.75,19999546.8
2025-03-05 0:00,-1.170932675,65.91636227,67.08729494,60.3197677,55.27098404,3.877850984,-9213.947302,32727.59844,41941.54574,19087.24802,6234.912506,-2627.736854,147925.5452,150553.2821,135366.0035,124035.8261,8702.440508,-24256571.2,101123690.6,125380261.8,102441359.9,58195158.68,19989630.05
2025-03-04 0:00,-4.314851227,118.7647081,123.0795594,109.8015295,101.0873313,4.399346989,-9212.776369,32661.68208,41874.45845,19031.97704,6231.034655,-9385.060309,258320.3661,267705.4264,238824.9148,219871.0109,9568.843661,-24253943.46,100975765.1,125229708.5,102305993.9,58071122.86,19980927.61
2025-03-03 0:00,-6.434470798,101.391204,107.8256748,96.71270667,77.92813443,12.35010144,-9208.461518,32542.91737,41751.37889,18930.88971,6226.635308,-13841.89793,218113.7719,231955.6699,208049.3417,167639.7821,26567.66172,-24244558.4,100717444.7,124962003.1,102067169,57851251.85,19971358.77
2025-03-02 0:00,-0.5618976934,123.3659305,123.9278282,108.8566316,99.1597597,9.134974183,-9202.027047,32441.52617,41643.55322,18852.96157,6214.285207,-1414.049259,310457.7661,311871.8153,273944.2448,249541.4849,22988.71063,-24230716.5,100499330.9,124730047.4,101859119.7,57683612.06,19944791.11
2025-03-01 0:00,-0.07132376361,41.83236899,41.90369275,36.58908614,30.51237088,6.005391497,-9201.465149,32318.16024,41519.62539,18753.80182,6205.150232,-157.9657319,92649.07586,92807.04159,81036.41031,67577.88365,13300.56092,-24229302.46,100188873.2,124418175.6,101585175.4,57434070.58,19921802.4
2025-02-28 0:00,-5.111348814,121.1269086,126.2382574,112.8826311,102.4881276,5.283154739,-9201.393825,32276.32787,41477.72169,18723.28944,6199.144841,-11432.9628,270934.2467,282367.2095,252493.6116,229243.394,11817.25486,-24229144.49,100096224.1,124325368.6,101504139,57366492.7,19908501.84
2025-02-27 0:00,-2.885536232,58.35053701,61.23607324,54.22391142,46.70264278,4.635732408,-9196.282477,32155.20096,41351.48344,18620.80132,6193.861686,-6654.8545,134572.6765,141227.531,125055.5224,107709.371,10691.29694,-24217711.53,99825289.85,124043001.4,101251645.4,57137249.3,19896684.58
2025-02-26 0:00,-12.66108647,90.74211731,103.4032038,91.085096,72.38923478,6.03477476,-9193.39694,32096.85042,41290.24736,18574.09867,6189.225954,-29469.94486,211211.3522,240681.2971,212009.6695,168493.1829,14046.54173,-24211056.67,99690717.18,123901773.8,101126589.9,57029539.93,19885993.29
2025-02-25 0:00,-13.72381033,127.2257195,140.9495298,123.3309246,99.52461237,10.08250188,-9180.735854,32006.10831,41186.84416,18501.70944,6183.191179,-34268.3544,317682.6215,351950.9759,307957.3187,248512.9571,25176.0072,-24181586.73,99479505.82,123661092.6,100914580.2,56861046.75,19871946.74
2025-02-24 0:00,-7.143432468,138.7075583,145.8509908,130.6535295,104.4371499,19.07294713,-9167.012044,31878.88259,41045.89463,18402.18483,6173.108677,-17991.23471,349344.6952,367335.9299,329060.0598,263032.2727,48036.55244,-24147318.37,99161823.2,123309141.6,100606622.9,56612533.79,19846770.74
2025-02-23 0:00,-0.1908910887,43.32415375,43.51504484,39.21338405,35.30124328,3.721249681,-9159.868611,31740.17503,40900.04364,18297.74768,6154.03573,-539.9736227,122551.0337,123091.0073,110922.8995,99856.62687,10526.29897,-24129327.14,98812478.51,122941805.6,100277562.8,56349501.52,19798734.18
2025-02-22 0:00,-5.469273672,43.78254995,49.25182362,44.86704516,35.1609864,4.236785091,-9159.67772,31696.85087,40856.52859,18262.44643,6150.31448,-15129.76114,121116.5436,136246.3047,124116.6044,97266.5399,11720.30333,-24128787.16,98689927.47,122818714.6,100166639.9,56249644.89,19788207.89
2025-02-21 0:00,-16.73296917,119.6983945,136.4313637,125.1322771,102.7801228,5.619185117,-9154.208446,31653.06832,40807.27677,18227.28545,6146.077695,-44526.26364,318516.2309,363042.4945,332975.738,273496.879,14952.59541,-24113657.4,98568810.93,122682468.3,100042523.3,56152378.35,19776487.58
2025-02-20 0:00,-5.182284087,64.51910858,69.70139267,59.68877878,47.38484343,7.121651264,-9137.475477,31533.36993,40670.84541,18124.50532,6140.45851,-14215.1089,176977.2052,191192.3141,163727.514,129977.5732,19534.83185,-24069131.14,98250294.7,122319425.8,99709547.6,55878881.47,19761534.99
2025-02-19 0:00,-0.3557264204,56.89554479,57.25127121,50.32937574,43.22237293,6.751276387,-9132.293193,31468.85082,40601.14401,18077.12048,6133.336859,-966.34505,154559.0232,155525.3683,136721.7624,117415.305,18340.11236,-24054916.03,98073317.49,122128233.5,99545820.08,55748903.9,19742000.15
2025-02-18 0:00,-5.611253884,78.90397276,84.51522665,71.73844247,61.76129441,4.365894181,-9131.937467,31411.95528,40543.89274,18033.89811,6126.585582,-14989.11805,210773.0263,225762.1443,191632.0318,164980.4753,11662.43849,-24053949.69,97918758.47,121972708.2,99409098.32,55631488.59,19723660.04
2025-02-17 0:00,-4.717639315,53.56722353,58.28486285,51.63518474,43.06056413,3.8569813,-9126.326213,31333.0513,40459.37752,17972.13681,6122.219688,-12951.14651,147055.9561,160007.1026,141752.0073,118212.4443,10588.41648,-24038960.57,97707985.44,121746946,99217466.29,55466508.12,19711997.6
2025-02-16 0:00,-0.6977252427,32.91882666,33.61655191,29.17724351,24.85195873,3.627559535,-9121.608573,31279.48408,40401.09265,17929.07625,6118.362707,-1857.191096,87622.67444,89479.86554,77663.40322,66150.44671,9655.76542,-24026009.42,97560929.49,121586938.9,99075714.28,55348295.67,19701409.19
2025-02-15 0:00,-0.07374220633,28.38696816,28.46071036,25.07954502,20.61585867,4.389944146,-9120.910848,31246.56525,40367.4761,17904.22429,6114.735147,-198.8178373,76534.67259,76733.49043,67617.46293,55582.82888,11835.81621,-24024152.23,97473306.81,121497459,98998050.88,55282145.23,19691753.42
2025-02-14 0:00,-6.635690602,56.78394608,63.41963668,55.33149266,38.86280645,9.832995607,-9120.837106,31218.17829,40339.01539,17883.60843,6110.345203,-18078.01005,154699.9113,172777.9214,150742.9053,105876.2754,26788.61991,-24023953.41,97396772.14,121420725.6,98930433.42,55226562.4,19679917.61
2025-02-13 0:00,-8.47936349,71.35483941,79.8342029,68.65623678,44.36838634,15.80848695,-9114.201415,31161.39434,40275.59576,17844.74563,6100.512208,-22698.15374,191007.629,213705.7827,183783.8205,118768.4023,42317.26447,-24005875.4,97242072.23,121247947.6,98779690.51,55120686.12,19653128.99
2025-02-12 0:00,-10.29597577,80.40438141,90.70035718,80.5679197,59.6420748,10.62986913,-9105.722052,31090.0395,40195.76155,17800.37724,6084.703721,-28144.35864,219787.7887,247932.1473,220234.8255,163033.4007,29057.06616,-23983177.25,97051064.6,121034241.8,98595906.69,55001917.72,19610811.72
2025-02-11 0:00,-5.290239134,85.27521743,90.56545656,79.64649131,56.70417781,17.65207436,-9095.426076,31009.63512,40105.06119,17740.73516,6074.073852,-13784.6174,222199.0758,235983.6932,207532.473,147752.375,45995.4806,-23955032.89,96831276.81,120786309.7,98375671.87,54838884.32,19581754.65
2025-02-10 0:00,-6.49359205,59.90315615,66.3967482,58.18007616,44.77847805,6.908006065,-9090.135837,30924.3599,40014.49574,17684.03099,6056.421777,-17282.89005,159434.0472,176716.9372,154848.0181,119179.2627,18385.86538,-23941248.27,96609077.74,120550326,98168139.39,54691131.95,19535759.17
2025-02-09 0:00,-0.08720591334,50.83944879,50.9266547,44.18599042,38.98210347,5.116681042,-9083.642245,30864.45675,39948.09899,17639.25251,6049.513771,-229.719561,133922.2928,134152.0123,116395.6197,102687.4366,13478.46354,-23923965.38,96449643.69,120373609.1,98013291.37,54571952.68,19517373.31
2025-02-08 0:00,-0.296754288,47.13443282,47.4311871,37.814802,32.11264555,5.405402159,-9083.555039,30813.6173,39897.17234,17600.27041,6044.39709,-782.9861889,124364.201,125147.1872,99774.35507,84729.21528,14262.1536,-23923735.66,96315721.4,120239457.1,97896895.75,54469265.25,19503894.85
2025-02-07 0:00,-3.22635375,75.67965349,78.90600724,68.46395348,57.52073398,7.71686575,-9083.258285,30766.48286,39849.74115,17568.15776,6038.991688,-8470.404608,198687.8487,207158.2533,179743.8942,151013.7846,20259.705,-23922952.68,96191357.2,120114309.9,97797121.4,54384536.03,19489632.69
2025-02-06 0:00,-4.632870444,85.47445619,90.10732664,77.14074354,61.91034901,10.59752408,-9080.031931,30690.80321,39770.83514,17510.63703,6031.274822,-12449.17148,229681.8302,242131.0017,207287.9776,166361.7753,28477.03086,-23914482.27,95992669.35,119907151.6,97617377.51,54233522.25,19469372.99
2025-02-05 0:00,-4.525653666,71.29644674,75.82210041,63.45441513,54.20957207,4.71918939,-9075.399061,30605.32875,39680.72781,17448.72668,6020.677298,-12636.62068,199075.3645,211711.9852,177178.687,151365.0513,13177.015,-23902033.1,95762987.52,119665020.6,97410089.53,54067160.47,19440895.96
2025-02-04 0:00,-8.916868964,116.0259261,124.9427951,107.0345177,80.28648905,17.83115968,-9070.873407,30534.03231,39604.90571,17394.5171,6015.958109,-24447.91465,318115.2431,342563.1578,293462.9592,220126.2842,48888.76035,-23889396.48,95563912.15,119453308.6,97232910.84,53915795.42,19427718.94
2025-02-03 0:00,-2.077966662,352.6035565,354.6815232,301.8690146,262.0627123,37.72833566,-9061.956538,30418.00638,39479.96292,17314.23062,5998.126949,-5984.419308,1015477.087,1021461.506,869364.6499,754724.8876,108655.343,-23864948.57,95245796.91,119110745.5,96939447.88,53695669.14,19378830.18
2025-02-02 0:00,-8.454260233,137.714967,146.1692272,130.5187347,105.2499666,16.8145079,-9059.878571,30065.40282,39125.2814,17052.1679,5960.398613,-24220.77923,394542.3632,418763.1424,373925.7335,301532.7343,48172.21998,-23858964.15,94230319.82,118089284,96070083.23,52940944.25,19270174.84
2025-02-01 0:00,-0.8784182868,82.28048023,83.15889852,68.94940468,55.88815765,12.18282874,-9051.424311,29927.68786,38979.11217,16946.91794,5943.584106,-2742.421891,256879.6593,259622.0812,215260.0414,174482.8282,38034.79133,-23834743.37,93835777.46,117670520.8,95696157.5,52639411.51,19222002.62
2025-01-31 0:00,-7.256553115,127.2010693,134.4576224,110.0001766,86.26231066,16.48131282,-9050.545893,29845.40738,38895.95327,16891.02978,5931.401277,-23932.32987,419512.9426,443445.2725,362783.8824,284495.6884,54355.86412,-23832000.94,93578897.8,117410898.7,95480897.46,52464928.69,19183967.83
2025-01-30 0:00,-0.5904916679,86.0479184,86.63841007,75.91196906,62.18678545,13.13469193,-9043.28934,29718.20631,38761.49565,16804.76747,5914.919964,-1919.038872,279647.13,281566.1689,246706.3082,202100.834,42686.43532,-23808068.61,93159384.86,116967453.5,95118113.57,52180433,19129611.96
2025-01-29 0:00,-8.218853433,79.03420329,87.25305672,77.56593158,59.44553505,9.901543095,-9042.698848,29632.15839,38674.85724,16742.58068,5901.785272,-25606.98851,246242.1251,271849.1136,241667.5191,185210.8868,30849.64373,-23806149.58,92879737.73,116685887.3,94871407.27,51978332.16,19086925.53
2025-01-28 0:00,-25.00167067,133.4290982,158.4307689,139.7409278,85.44896797,29.29028913,-9034.479995,29553.12419,38587.60418,16683.13515,5891.883729,-76983.89423,410848.2077,487832.1019,430283.2777,263110.1897,90189.19376,-23780542.59,92633495.6,116414038.2,94629739.75,51793121.28,19056075.88
2025-01-27 0:00,-24.60650788,194.3981781,219.004686,190.3432323,122.6949397,43.0417847,-9009.478324,29419.69509,38429.17341,16597.68618,5862.59344,-78093.18191,616957.6098,695050.7917,604088.5094,389394.4762,136600.8513,-23703558.69,92222647.39,115926206.1,94199456.47,51530011.09,18965886.69
2025-01-26 0:00,-2.260914586,108.2226405,110.483555,94.75011411,71.57428585,20.91491368,-8984.871816,29225.29691,38210.16873,16474.99124,5819.551655,-7326.471107,350694.3842,358020.8553,307036.7973,231935.7575,67774.56864,-23625465.51,91605689.78,115231155.3,93595367.96,51140616.61,18829285.84
2025-01-25 0:00,-2.319940234,59.29801682,61.61795705,50.81840615,40.44048563,8.05798029,-8982.610901,29117.07427,38099.68517,16403.41695,5798.636741,-7708.767006,197037.2292,204745.9962,168860.9245,134376.8589,26775.29865,-23618139.04,91254995.4,114873134.4,93288331.16,50908680.85,18761511.27
2025-01-24 0:00,-15.15476713,88.76796271,103.9227298,91.83357686,61.13326585,15.54554388,-8980.290961,29057.77625,38038.06721,16362.97647,5790.578761,-50190.16398,293985.2896,344175.4536,304138.1132,202463.5952,51484.35404,-23610430.27,91057958.17,114668388.4,93119470.24,50774303.99,18734735.97
2025-01-23 0:00,-25.10799549,156.7185962,181.8265917,156.9851982,117.6309695,14.24623318,-8965.136194,28969.00829,37934.14448,16301.8432,5775.033217,-83729.89229,522623.6075,606353.4998,523512.669,392274.5808,47508.19594,-23560240.11,90763972.88,114324213,92815332.12,50571840.4,18683251.62
2025-01-22 0:00,-10.10144741,87.86321132,97.96465873,85.07833672,63.86605226,11.11083706,-8940.028199,28812.28969,37752.31789,16184.21223,5760.786984,-32736.66974,284746.2166,317482.8864,275721.0229,206976.4635,36007.88963,-23476510.22,90241349.27,113717859.5,92291819.46,50179565.82,18635743.42
2025-01-21 0:00,-33.56696821,105.9232679,139.4902361,121.6481408,80.0872041,7.993968534,-8929.926751,28724.42648,37654.35323,16120.34618,5749.676147,-111599.7636,352162.0295,463761.793,404442.3574,266265.1266,26577.46725,-23443773.55,89956603.06,113400376.6,92016098.43,49972589.35,18599735.53
